Date Reported,DR Number,Date Occurred,Time Occurred,Area,Area Name,RD,Crime Code,Crime Code Description,Status,Status Description,Location,Cross Street,Lat and Long
7/19/2016 12:00,160214139,7/19/2016 12:00,1430,2,Rampart,256,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,1675    WILSHIRE                     BL,,"(34.0554, -118.2702)"
8/21/2016 12:00,162015458,8/21/2016 12:00,30,20,Olympic,2017,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,239 S  VERMONT                      AV,,"(34.0704, -118.2917)"
6/27/2016 12:00,160711750,6/27/2016 12:00,1400,7,Wilshire,719,480,BIKE - STOLEN,IC,Invest Cont,5630    MELROSE                      AV,,"(34.0835, -118.3227)"
11/27/2016 12:00,161228471,11/26/2016 12:00,1058,12,77th Street,1233,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,1830 W  SLAUSON                      AV,,"(33.9892, -118.3089)"
3/10/2016 12:00,161707289,3/10/2016 12:00,1100,17,Devonshire,1761,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,21618    MARILLA                      ST,,"(34.2476, -118.6005)"
9/26/2016 12:00,160124186,9/24/2016 12:00,2230,1,Central,153,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,216 W  5TH                          ST,,"(34.0474, -118.2496)"
1/25/2016 12:00,161705116,1/24/2016 12:00,2355,17,Devonshire,1796,510,VEHICLE - STOLEN,IC,Invest Cont,16733    PARTHENIA                    ST,,"(34.2285, -118.4972)"
4/2/2016 12:00,160708067,4/2/2016 12:00,2200,7,Wilshire,734,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,348    HAUSER                       BL,,"(34.0699, -118.3511)"
4/27/2016 12:00,160509394,4/26/2016 12:00,2100,5,Harbor,503,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),AO,Adult Other,25501    HARBOR VILLAGE               PL,,"(33.7933, -118.2952)"
11/17/2016 12:00,162019923,11/16/2016 12:00,1920,20,Olympic,2042,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,901 S  WESTERN                      AV,,"(34.0559, -118.3091)"
9/12/2016 12:00,161015428,9/11/2016 12:00,2100,10,West Valley,1047,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,17628    MARTHA                       ST,,"(34.1732, -118.5163)"
2/12/2016 12:00,162105885,2/12/2016 12:00,730,21,Topanga,2129,310,BURGLARY,IC,Invest Cont,19757    STAGG                        ST,,"(34.2108, -118.5623)"
7/7/2016 12:00,161712902,7/7/2016 12:00,40,17,Devonshire,1756,330,BURGLARY FROM VEHICLE,IC,Invest Cont,17267    LASSEN                       ST,,"(34.2503, -118.5085)"
11/12/2016 12:00,160220465,11/12/2016 12:00,1930,2,Rampart,251,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,626 S  LA FAYETTE PARK              PL,,"(34.0629, -118.2823)"
2/24/2016 12:00,160108213,2/20/2016 12:00,1800,1,Central,146,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,WINSTON                      ST,WALL,"(34.0455, -118.2452)"
10/27/2016 12:00,162018863,10/27/2016 12:00,1345,20,Olympic,2029,761,BRANDISH WEAPON,AA,Adult Arrest,611 S  VIRGIL                       AV,,"(34.0637, -118.287)"
2/24/2016 12:00,160206797,2/4/2016 12:00,1300,2,Rampart,215,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,3117    LONDON                       ST,,"(34.0772, -118.2787)"
6/7/2016 12:00,161215810,6/7/2016 12:00,1900,12,77th Street,1239,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other,933 W  60TH                         ST,,"(33.9855, -118.2892)"
10/30/2016 12:00,160416965,10/30/2016 12:00,5,4,Hollenbeck,408,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,3747    LOCKE                        AV,,"(34.0883, -118.1797)"
11/6/2016 12:00,160518311,11/5/2016 12:00,2230,5,Harbor,504,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,19503    NORMANDIE                    AV,,"(33.8542, -118.2992)"
12/3/2016 12:00,160819479,12/1/2016 12:00,1700,8,West LA,833,662,"BUNCO, GRAND THEFT",IC,Invest Cont,10959    ROCHESTER                    AV,,"(34.0562, -118.4423)"
6/29/2016 12:00,160512367,6/29/2016 12:00,945,5,Harbor,503,753,DISCHARGE FIREARMS/SHOTS FIRED,IC,Invest Cont,1034 W  252ND                        ST,,"(33.7958, -118.2937)"
9/26/2016 12:00,161116897,9/26/2016 12:00,900,11,Northeast,1159,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,4702 N  FIGUEROA                     ST,,"(34.1002, -118.2038)"
6/4/2016 12:00,160811262,6/4/2016 12:00,2220,8,West LA,823,330,BURGLARY FROM VEHICLE,IC,Invest Cont,14951    ALVA                         DR,,"(34.0362, -118.5204)"
2/20/2016 12:00,160506133,2/19/2016 12:00,1830,5,Harbor,529,310,BURGLARY,IC,Invest Cont,2503 E  ANAHEIM                      ST,,"(33.7819, -118.2314)"
9/11/2016 12:00,160501074,9/11/2016 12:00,1930,5,Harbor,504,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,1534 W  204TH                        ST,,"(33.8449, -118.304)"
6/15/2016 12:00,161313846,4/1/2016 12:00,1900,13,Newton,1354,820,ORAL COPULATION,IC,Invest Cont,4153    WOODLAWN                     AV,,"(34.0092, -118.2728)"
9/10/2016 12:00,162016521,9/10/2016 12:00,1445,20,Olympic,2017,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,3667 W  3RD                          ST,,"(34.0691, -118.2941)"
4/1/2016 12:00,160609891,4/1/2016 12:00,1300,6,Hollywood,669,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1255 N  ARDMORE                      AV,,"(34.093, -118.3013)"
6/27/2016 12:00,162012698,6/26/2016 12:00,1600,20,Olympic,2005,510,VEHICLE - STOLEN,IC,Invest Cont,437 N  ARDMORE                      AV,,"(34.0777, -118.3023)"
11/9/2016 12:00,160818416,11/9/2016 12:00,1330,8,West LA,822,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,PCH                          BL,SUNSET                       BL,"(34.0385, -118.5556)"
4/15/2016 12:00,161608185,1/11/2016 12:00,830,16,Foothill,1663,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,9279    KEWEN                        AV,,"(34.2371, -118.4004)"
9/24/2016 12:00,160715547,9/23/2016 12:00,2330,7,Wilshire,785,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,2010 S  CLAUDINA                     AV,,"(34.0385, -118.341)"
7/11/2016 12:00,160316722,7/11/2016 12:00,200,3,Southwest,337,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AA,Adult Arrest,3007    HALLDALE                     AV,,"(34.0273, -118.3028)"
1/1/2016 12:00,162104015,1/1/2016 12:00,1355,21,Topanga,2145,901,VIOLATION OF RESTRAINING ORDER,AA,Adult Arrest,22053    VICTORY                      BL,,"(34.187, -118.6059)"
6/1/2016 12:00,162011467,6/1/2016 12:00,1900,20,Olympic,2076,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1333 S  CATALINA                     ST,,"(34.0473, -118.2947)"
5/16/2016 12:00,160114790,5/16/2016 12:00,1600,1,Central,192,330,BURGLARY FROM VEHICLE,IC,Invest Cont,1500 S  OLIVE                        ST,,"(34.0359, -118.2648)"
10/1/2016 12:00,161424933,10/1/2016 12:00,1400,14,Pacific,1424,310,BURGLARY,IC,Invest Cont,11834    STANWOOD                     DR,,"(34.0197, -118.4376)"
4/24/2016 12:00,161709370,4/24/2016 12:00,900,17,Devonshire,1727,330,BURGLARY FROM VEHICLE,IC,Invest Cont,19022    TRIBUNE                      ST,,"(34.2665, -118.5463)"
9/29/2016 12:00,160816568,9/29/2016 12:00,1630,8,West LA,835,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,SANTA MONICA,BELOIT,"(34.0465, -118.4484)"
1/7/2016 12:00,161704311,1/7/2016 12:00,2035,17,Devonshire,1764,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),IC,Invest Cont,9301    TAMPA                        AV,,"(34.2564, -118.5536)"
1/5/2016 12:00,162004180,1/4/2016 12:00,2100,20,Olympic,2029,330,BURGLARY FROM VEHICLE,IC,Invest Cont,376 S  COMMONWEALTH                 AV,,"(34.069, -118.2857)"
4/21/2016 12:00,160809174,4/21/2016 12:00,1730,8,West LA,832,350,"THEFT, PERSON",IC,Invest Cont,BARRINGTON,WILSHIRE,"(34.0495, -118.4609)"
10/18/2016 12:00,161117861,10/16/2016 12:00,1900,11,Northeast,1119,310,BURGLARY,IC,Invest Cont,7307 N  FIGUEROA                     ST,,"(34.136, -118.1884)"
3/19/2016 12:00,161007232,3/19/2016 12:00,2055,10,West Valley,1049,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest,WOODLEY                      AV,VICTORY                      BL,"(34.1867, -118.4836)"
1/30/2016 12:00,162105196,1/20/2016 12:00,1200,21,Topanga,2177,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AO,Adult Other,5525    CANOGA                       AV,,"(34.1715, -118.5974)"
5/4/2016 12:00,161510897,5/4/2016 12:00,1310,15,N Hollywood,1504,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,12036    SATICOY                      ST,,"(34.2085, -118.3943)"
11/21/2016 12:00,162119624,11/20/2016 12:00,1500,21,Topanga,2157,510,VEHICLE - STOLEN,IC,Invest Cont,6625    DE SOTO                      AV,,"(34.1906, -118.5884)"
9/6/2016 12:00,160300883,9/3/2016 12:00,800,3,Southwest,362,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,4553    AUGUST                       ST,,"(34.016, -118.3473)"
4/24/2016 12:00,161212218,4/24/2016 12:00,2000,12,77th Street,1241,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other,6402 S  VICTORIA                     AV,,"(33.9817, -118.3323)"
8/1/2016 12:00,160914715,7/31/2016 12:00,2010,9,Van Nuys,989,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,4208    COLBATH                      AV,,"(34.1462, -118.4361)"
5/17/2016 12:00,160910954,5/17/2016 12:00,1100,9,Van Nuys,905,860,BATTERY WITH SEXUAL CONTACT,AO,Adult Other,14702    COHASSET                     ST,,"(34.2067, -118.4531)"
5/8/2016 12:00,160709524,5/8/2016 12:00,2235,7,Wilshire,759,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AA,Adult Arrest,NORTON                       AV,PICO                         BL,"(34.0476, -118.3239)"
11/11/2016 12:00,161521392,11/11/2016 12:00,30,15,N Hollywood,1538,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),AO,Adult Other,11111    BURBANK                      BL,,"(34.1722, -118.3727)"
2/4/2016 12:00,161005427,1/29/2016 12:00,1330,10,West Valley,1023,354,THEFT OF IDENTITY,IC,Invest Cont,19045    VANOWEN                      ST,,"(34.1939, -118.547)"
2/15/2016 12:00,162105966,2/15/2016 12:00,1200,21,Topanga,2143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,6653    FALLBROOK                    AV,,"(34.1907, -118.6234)"
5/30/2016 12:00,161312848,5/29/2016 12:00,1900,13,Newton,1333,510,VEHICLE - STOLEN,IC,Invest Cont,945 E  JEFFERSON                    BL,,"(34.0136, -118.2611)"
6/20/2016 12:00,161011420,6/20/2016 12:00,1000,10,West Valley,1027,310,BURGLARY,IC,Invest Cont,7119    ANDASOL                      AV,,"(34.1995, -118.5121)"
2/2/2016 12:00,160605937,2/1/2016 12:00,230,6,Hollywood,636,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,6500    YUCCA                        ST,,"(34.1039, -118.3311)"
9/12/2016 12:00,161015434,2/1/2016 12:00,900,10,West Valley,1045,354,THEFT OF IDENTITY,IC,Invest Cont,5753    WHITE OAK                    AV,,"(34.172, -118.5185)"
3/11/2016 12:00,160707090,3/9/2016 12:00,900,7,Wilshire,774,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,1830 S  LA BREA                      AV,,"(34.0424, -118.3467)"
1/21/2016 12:00,161405424,1/20/2016 12:00,1430,14,Pacific,1449,310,BURGLARY,IC,Invest Cont,3998    BERRYMAN                     AV,,"(34.0078, -118.4217)"
3/15/2016 12:00,160907641,3/7/2016 12:00,1715,9,Van Nuys,932,354,THEFT OF IDENTITY,AA,Adult Arrest,6108    SEPULVEDA                    BL,,"(34.1806, -118.4662)"
2/9/2016 12:00,161105869,1/31/2016 12:00,700,11,Northeast,1113,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,2306    NORWALK                      AV,,"(34.1329, -118.218)"
9/13/2016 12:00,161223143,9/11/2016 12:00,2300,12,77th Street,1219,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,FIGUEROA                     ST,46TH                         ST,"(34.002, -118.2827)"
2/18/2016 12:00,160906252,2/16/2016 12:00,2100,9,Van Nuys,963,330,BURGLARY FROM VEHICLE,IC,Invest Cont,14836    HESBY                        ST,,"(34.1621, -118.4552)"
4/28/2016 12:00,160709166,4/27/2016 12:00,2300,7,Wilshire,702,310,BURGLARY,IC,Invest Cont,849 N  CURSON                       AV,,"(34.0854, -118.3553)"
6/6/2016 12:00,161313286,6/6/2016 12:00,645,13,Newton,1331,210,ROBBERY,IC,Invest Cont,28TH                         ST,MAIN,"(34.0236, -118.2709)"
1/18/2016 12:00,160305100,1/17/2016 12:00,2100,3,Southwest,396,330,BURGLARY FROM VEHICLE,IC,Invest Cont,840 W  43RD                         ST,,"(34.0055, -118.2872)"
5/8/2016 12:00,161710251,5/7/2016 12:00,1900,17,Devonshire,1775,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,9254    ALDEA                        AV,,"(34.2378, -118.5098)"
9/26/2016 12:00,161320065,9/25/2016 12:00,1720,13,Newton,1331,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,400 W  30TH                         ST,,"(34.024, -118.2756)"
8/4/2016 12:00,161013626,8/3/2016 12:00,1800,10,West Valley,1024,330,BURGLARY FROM VEHICLE,IC,Invest Cont,18720    SHERMAN                      WY,,"(34.2011, -118.5404)"
5/15/2016 12:00,160313041,5/15/2016 12:00,1525,3,Southwest,311,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,5417    HOMESIDE                     AV,,"(34.0273, -118.3622)"
4/16/2016 12:00,162100757,4/16/2016 12:00,1630,21,Topanga,2114,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,8201    TOPANGA CANYON               BL,,"(34.2176, -118.606)"
9/24/2016 12:00,161424478,9/19/2016 12:00,1600,14,Pacific,1431,330,BURGLARY FROM VEHICLE,IC,Invest Cont,522    GRAND                        BL,,"(33.9883, -118.4673)"
6/5/2016 12:00,162111237,6/5/2016 12:00,1430,21,Topanga,2156,330,BURGLARY FROM VEHICLE,IC,Invest Cont,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
9/19/2016 12:00,161223530,9/18/2016 12:00,2000,12,77th Street,1218,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont,601 W  52ND                         PL,,"(33.995, -118.2842)"
6/6/2016 12:00,160410808,6/5/2016 12:00,2300,4,Hollenbeck,439,510,VEHICLE - STOLEN,IC,Invest Cont,2075    BARNETT                      WY,,"(34.0665, -118.1726)"
7/24/2016 12:00,161713795,7/22/2016 12:00,100,17,Devonshire,1752,510,VEHICLE - STOLEN,IC,Invest Cont,10215    VARIEL                       AV,,"(34.2554, -118.5929)"
4/22/2016 12:00,160509152,4/21/2016 12:00,2100,5,Harbor,563,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,787 W  17TH                         ST,,"(33.7288, -118.2924)"
7/28/2016 12:00,162113804,7/28/2016 12:00,1440,21,Topanga,2155,350,"THEFT, PERSON",AA,Adult Arrest,6330    RANDI                        AV,,"(34.1847, -118.6103)"
1/18/2016 12:00,160204875,1/17/2016 12:00,2030,2,Rampart,201,330,BURGLARY FROM VEHICLE,IC,Invest Cont,1002 N  EDGEMONT                     ST,,"(34.0894, -118.2961)"
11/8/2016 12:00,161427467,9/28/2016 12:00,1130,14,Pacific,1488,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",IC,Invest Cont,9000    BELLANCA                     AV,,"(33.9551, -118.3805)"
10/8/2016 12:00,161819188,10/8/2016 12:00,100,18,Southeast,1832,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,10707 S  SAN PEDRO                    ST,,"(0, 0)"
4/12/2016 12:00,160708431,4/12/2016 12:00,2225,7,Wilshire,775,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AO,Adult Other,4823 W  17TH                         ST,,"(34.0449, -118.3411)"
10/21/2016 12:00,161400875,10/21/2016 12:00,1025,14,Pacific,1485,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,8817 S  SEPULVEDA                    BL,,"(33.9573, -118.3962)"
6/19/2016 12:00,162100954,6/19/2016 12:00,1110,21,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
1/13/2016 12:00,160304777,1/13/2016 12:00,1400,3,Southwest,357,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,1287 W  37TH                         PL,,"(34.02, -118.2944)"
4/17/2016 12:00,161109110,4/17/2016 12:00,750,11,Northeast,1143,330,BURGLARY FROM VEHICLE,IC,Invest Cont,2714    SAINT GEORGE                 ST,,"(34.1082, -118.2758)"
8/22/2016 12:00,161613063,8/22/2016 12:00,845,16,Foothill,1641,850,INDECENT EXPOSURE,IC,Invest Cont,CRANFORD                     ST,TERRA BELLA                  AV,"(34.251, -118.4283)"
1/14/2016 12:00,160904619,1/14/2016 12:00,1730,9,Van Nuys,941,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest,5711    SEPULVEDA                    BL,,"(34.174, -118.4662)"
9/16/2016 12:00,162116313,9/16/2016 12:00,2205,21,Topanga,2173,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,23025    VENTURA                      BL,,"(34.1649, -118.6268)"
5/19/2016 12:00,161312156,5/19/2016 12:00,200,13,Newton,1347,510,VEHICLE - STOLEN,IC,Invest Cont,1679 E  MARTIN LUTHER KING           BL,,"(34.0106, -118.2465)"
7/25/2016 12:00,161515384,7/20/2016 12:00,2030,15,N Hollywood,1516,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,6880    TROOST                       AV,,"(34.194, -118.3864)"
5/13/2016 12:00,160510102,5/12/2016 12:00,1800,5,Harbor,516,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,1027 N  AVALON                       BL,,"(33.7829, -118.2627)"
11/18/2016 12:00,160325649,11/10/2016 12:00,1540,3,Southwest,393,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,4120    11TH                         AV,,"(34.01, -118.3296)"
4/7/2016 12:00,161211002,4/7/2016 12:00,1000,12,77th Street,1269,320,"BURGLARY, ATTEMPTED",IC,Invest Cont,433 E  82ND                         ST,,"(33.9647, -118.2673)"
7/30/2016 12:00,161900952,7/30/2016 12:00,2205,19,Mission,1982,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,8756    PARTHENIA                    PL,,"(34.2286, -118.4644)"
9/14/2016 12:00,160123409,9/14/2016 12:00,1630,1,Central,119,900,VIOLATION OF COURT ORDER,IC,Invest Cont,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
1/19/2016 12:00,161205212,1/19/2016 12:00,450,12,77th Street,1273,210,ROBBERY,AA,Adult Arrest,1810 W  91ST                         ST,,"(33.9545, -118.309)"
9/12/2016 12:00,161116223,8/20/2016 12:00,803,11,Northeast,1107,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,4821    GLACIER                      DR,,"(34.1331, -118.1911)"
6/19/2016 12:00,161011345,6/18/2016 12:00,2020,10,West Valley,1015,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,7228    CANBY                        AV,,"(34.2012, -118.5348)"
3/31/2016 12:00,160908498,3/28/2016 12:00,1200,9,Van Nuys,974,354,THEFT OF IDENTITY,IC,Invest Cont,4701    NATICK                       AV,,"(34.1561, -118.4542)"
7/12/2016 12:00,162112988,7/12/2016 12:00,430,21,Topanga,2173,330,BURGLARY FROM VEHICLE,IC,Invest Cont,23219    CANZONET                     ST,,"(34.1666, -118.6321)"
5/26/2016 12:00,160313813,5/26/2016 12:00,1015,3,Southwest,362,330,BURGLARY FROM VEHICLE,IC,Invest Cont,4700 W  RODEO                        RD,,"(34.0214, -118.3474)"
9/10/2016 12:00,160320817,9/10/2016 12:00,1700,3,Southwest,315,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other,2388 W  23RD                         ST,,"(34.036, -118.3148)"
3/10/2016 12:00,162007418,3/10/2016 12:00,300,20,Olympic,2056,210,ROBBERY,IC,Invest Cont,OLYMPIC                      BL,CATALINA                     ST,"(34.0527, -118.2947)"
9/10/2016 12:00,160619668,9/9/2016 12:00,400,6,Hollywood,667,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,1251 N  BEACHWOOD                    DR,,"(34.0926, -118.3212)"
4/8/2016 12:00,161808984,4/8/2016 12:00,730,18,Southeast,1863,510,VEHICLE - STOLEN,IC,Invest Cont,615 E  116TH                        PL,,"(33.9283, -118.2652)"
9/17/2016 12:00,161319476,9/16/2016 12:00,1500,13,Newton,1385,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont,515 E  62ND                         ST,,"(33.9834, -118.2663)"
10/2/2016 12:00,160816610,10/1/2016 12:00,1415,8,West LA,839,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,10250    SANTA MONICA                 BL,,"(34.0605, -118.4193)"
4/28/2016 12:00,161810098,4/28/2016 12:00,2320,18,Southeast,1863,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,623 E  116TH                        ST,,"(33.9292, -118.2652)"
9/19/2016 12:00,162116418,8/4/2016 12:00,1700,21,Topanga,2143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,22919    CALVERT                      ST,,"(34.1811, -118.6254)"
1/24/2016 12:00,162005068,1/24/2016 12:00,100,20,Olympic,2064,330,BURGLARY FROM VEHICLE,AA,Adult Arrest,1106 S  ARDMORE                      AV,,"(34.0509, -118.3021)"
8/21/2016 12:00,161421918,8/20/2016 12:00,145,14,Pacific,1413,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1002    5TH                          AV,,"(33.9936, -118.4703)"
8/8/2016 12:00,160215206,8/3/2016 12:00,1700,2,Rampart,299,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,1624    OAK                          ST,,"(34.0399, -118.2755)"
3/15/2016 12:00,160907654,3/8/2016 12:00,1600,9,Van Nuys,906,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,14221    COVELLO                      ST,,"(34.2072, -118.4422)"
2/19/2016 12:00,161506857,2/17/2016 12:00,1100,15,N Hollywood,1545,652,DOCUMENT WORTHLESS ($200 & UNDER),IC,Invest Cont,4804    LAUREL CANYON                BL,,"(34.1576, -118.3965)"
6/19/2016 12:00,160315349,6/19/2016 12:00,125,3,Southwest,362,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AO,Adult Other,4024    NICOLET                      AV,,"(34.0146, -118.3512)"
